reviewId,userName,content,score
ca5ee69d-adce-4e8f-955f-dd4123718d9e,Zen Alhidayah,"Aga kurang nyaman nya itu deposit mudah banget pake dana pun bisa ,sedangkan untuk penarikan Ribet nya minta ampun ,apalagi Yang GA nya HARUS DI RISET ,,RIBET ,PERBAIKIN LAH",1
402b783a-e8c4-4cff-976e-3f2ce8b8ef50,Faany Ackremen,"Apk nga jelas verifikasi di buat super ribet, pas mau verifikasi di tolak alasan KTP blur tapi pas mau verifikasi ulang udah nga bisa pas mau pindah email buat verfikasi di email lain udah nga bisa keterangan duplikat dasar apk bodoh nga jelas pantas rate kalian rendah dari apk cripto lain nga jelas ownernya",1
11382a75-42cd-4d3a-9484-6652bbcd6170,Ainun Marwah,Aplikasi crypto terburuk dr kyc.jual beli..penarikan..harga ga sesuai..sampe Cs yg tidak pernah menyelesaikan masalah..sangat amat burik..buat yg blm daftar mending daftar aplikasi Laen az..macam nanovest pintu..indodax..binance..,1
06b6a7de-4ce1-43ec-8173-08eb6084b9aa,Norman Ardik,"Aplikasinya sering error. Misal, menu yg ga bisa dibuka, loading lemot, dll. Jangan harap deh bisa bersaing dgn Indodax. Edit: ternyata aplikasi sampah! Konversi ga jelas, sering force close, giveaway ga dikirim2 udah hampir 3 bulan.",1
b684706a-4629-4313-984e-b6b0ccfb516e,Muhammad Hafid,"Parah2, cuman gara2 wajah selfie berbeda dengan wajah di ktp, ditolak dong, dan gak bisa di daftar ulang dong. Kalo mau daftar ulang harus pake data yang berbeda dari data yang pernah terdaftar di tokocrypto. Jelek banget, buat org yg mau mulai terus ada kegagalan kayak saya gini jadi gak bisa mulai pakai app ini. Noob bgt",1
b3c4158d-4a56-4657-87da-846fe7e16216,Regi Januar,"sulit untuk registrasinya KYC dengan alasan eKTP tidak jelas, padahal waktu difoto sangat jelas. tidak bisa edit ektp untuk diperbaiki jika memang dianggap tidak jelas !!! sdh email ke bagian cs / supportnya tapi tidak ada jawaban, benar2 sombong dan angkuh cs tokocrypto ini mentang2 tambah banyak customer nya !!!",1
0f4c8277-5435-435e-843f-fbebff90f497,Noval kurnia Karim,"Kalo mau mnyesal silakan download, Mau wd ribetnya minta ampun dah, pas depo ga ad autenticator, stelah mau wd malah di minta kode autentikator, Parah ni apk 👎",1
6f9076d3-25b4-4537-8062-7a1c077c594e,Hujan Api,"Malah tambah gila ni app, masa uda idr dijual belikan lg ke bidr, dulu ga gitu, lumayan loh klo beli 1.01 aja 20 juta uda 200 ribu terpotong. Ga ngotak. Jadi malas main kripto,, ntar bidr/busd bayar lagi habis uang di transaksi aja.",1
1173b0ef-bda3-4eb4-acf0-971f37bf3f08,Guntur Y.B,"Lucuu ya. Proses jual crypto apapun ke idr tidak bisa, sulit dan tanpa keterangan.. Chat via admin telegram. Ga ada pergerakan berarti.. KECEWA",1
a854bb02-bd40-40e1-bbf4-19ce051e78a8,Ae Haetami,"Ribet di widraw bikin naik darah, waktu deposit cepet banget masuknya, giliran penarikan susah bikin ribet, mohon di buat simple, kenapa harus di bikin susah 3 autentik SMS, email, google autentik, padaha 2 autentik aja sudah cukup. Saya kecewa, lama2 kelamaan kalau tidak ada perubahan di persusah terus, aplikasi/broker ini akan di tinggalkan.",1
9b56f3a8-1662-42b9-8d5c-1af941a98034,damianus guido,"potongan besar, saat tarik dana terkendala di kode otentikasi google. aplikasi yg buruk sekali.",1
f766eb81-2ff5-46f7-9c7b-2d67d0b2d81b,dhikarakha,Kecewa uang tidak bisa ditarik hanya karena identitas tidak sama,1
d081da1c-7391-4457-ad33-690bda9681ed,Tata Sulaeman,Harga pasar turun pas di beli naik. Pas mau jual. Knp tibatiba jadi turun. Ini setingan,1
c4f7e989-e8e8-4514-8f23-7fd0f604b9fd,Ade Hidayat,Aku ga bisa Nerima SMS dari autotikator,1
d65a4a5b-bbf0-4774-8968-e6d5624f996e,Cahya Prasetya,"Buruk sekali, cuma mau WD aja harus pake GA. Sedangkan susah untuk menautkannya",1
eab2653b-6910-4bee-a024-f885fb8bdfc1,Zullius bonar Sibarani,Depo cepat . Wd lambat Jual aset pun lama nya bukan main stop pakai tko jelek exchangenya,1
0d15d983-0239-4a60-bfdc-7a1dd1cb5070,Santai Sejenak,Gak bakal bikin kaya kl gini. Banyakan kalah dari menang. Kayak diseting. Pas kita beli dia turun. Ditunggui turun gak mau turun. Hadewww,1
767955f8-e2cd-4308-9c65-ccaa106a0b0e,Ngafif Prayoga,"Kode verifikasi google autentication bikin repot aja, login ngga bisa² terus",1
fcf673c4-783b-493e-a4b7-59c9814d02ef,Yuanlin Wu,"Hati hati dgn tokocrypto, coin kita bisa sesuka hati mereka redeem coin kita... Memang balik tak balik dgn pemiliknya yg tertahan di as... Mana tanggung jawab pemerintah",1
